RedIzo;Nazev;Ico;AdresaRUIAN;TypZrizovatele;ZrizovatelIco;ZrizovatelNazev;SkolaIzo;SkolaNazev;DruhSkoly;SkolaAdresa;EditorIco;EditorNazev;t1;t2;t3;t4;t5;t6;t7;t8;t9;Stupen
600059081;Základní škola a Mateøská škola Besednice, okres Èeskı Krumlov;583596;8669121;2;245798;Mìstys Besednice;107531453;Mateøská škola;A00;8669121;245798;Mìstys Besednice;;;;;;;;;;
600059081;Základní škola a Mateøská škola Besednice, okres Èeskı Krumlov;583596;8669121;2;245798;Mìstys Besednice;583596;Základní škola;B00;8669121;245798;Mìstys Besednice;X;X;X;X;X;X;X;X;X;3
650024770;Základní škola a Mateøská škola Borek;75000326;17589100;2;244678;Obec Borek;107530121;Mateøská škola;A00;86534432;244678;Obec Borek;;;;;;;;;;
650024770;Základní škola a Mateøská škola Borek;75000326;17589100;2;244678;Obec Borek;102023522;Základní škola;B00;86534432;244678;Obec Borek;X;X;X;X;X;;;;;1
650043332;Základní škola a Mateøská škola Borotín, okres Tábor;71002464;17318866;2;252107;Mìstys Borotín;107535181;Mateøská škola;A00;17318939;252107;Mìstys Borotín;;;;;;;;;;
650043332;Základní škola a Mateøská škola Borotín, okres Tábor;71002464;17318866;2;252107;Mìstys Borotín;107722607;Základní škola;B00;17318866;252107;Mìstys Borotín;X;X;X;X;X;X;X;X;X;3
650046226;Základní škola a Mateøská škola Borová Lada;70990182;17682207;2;250341;Obec Borová Lada;107534487;Mateøská škola;A00;17682037;250341;Obec Borová Lada;;;;;;;;;;
650046226;Základní škola a Mateøská škola Borová Lada;70990182;17682207;2;250341;Obec Borová Lada;107721899;Základní škola;B00;17682207;250341;Obec Borová Lada;X;;;;X;;;;;1
600059383;Základní škola a Mateøská škola Brloh;583588;16531116;2;245801;Obec Brloh;583588;Základní škola;B00;16531116;245801;Obec Brloh;X;X;X;X;X;X;X;X;X;3
600059383;Základní škola a Mateøská škola Brloh;583588;16531116;2;245801;Obec Brloh;107531488;Mateøská škola;A00;16531116;245801;Obec Brloh;;;;;;;;;;
600060365;Základní škola a Mateøská škola Budeè;75001284;14679329;2;246379;Obec Budeè;107721031;Základní škola;B00;14679311;246379;Obec Budeè;;;X;;X;;;;;1
600060365;Základní škola a Mateøská škola Budeè;75001284;14679329;2;246379;Obec Budeè;107532115;Mateøská škola;A00;14679329;246379;Obec Budeè;;;;;;;;;;
650029135;Základní škola a Mateøská škola Budíškovice;75001292;14680742;2;246387;Obec Budíškovice;107532123;Mateøská škola;A00;14680742;246387;Obec Budíškovice;;;;;;;;;;
650029135;Základní škola a Mateøská škola Budíškovice;75001292;14680742;2;246387;Obec Budíškovice;102687013;Základní škola;B00;14680742;246387;Obec Budíškovice;X;X;;X;;;;;;1
691011389;Základní škola a Mateøská škola Bujanov, pøíspìvková organizace;86652231;8670650;2;245810;Obec Bujanov;181090945;Mateøská škola;A00;8670714;245810;Obec Bujanov;;;;;;;;;;
691011389;Základní škola a Mateøská škola Bujanov, pøíspìvková organizace;86652231;8670650;2;245810;Obec Bujanov;181090163;Základní škola;B00;8670650;245810;Obec Bujanov;X;X;X;;;;;;;1
600063666;Základní škola a Mateøská škola Cehnice, okres Strakonice;70994285;23051884;2;251038;Obec Cehnice;107722291;Základní škola;B00;23051884;251038;Obec Cehnice;X;X;X;X;X;X;X;X;X;3
600063666;Základní škola a Mateøská škola Cehnice, okres Strakonice;70994285;23051884;2;251038;Obec Cehnice;114800278;Mateøská škola;A00;23051884;251038;Obec Cehnice;;;;;;;;;;
650036298;Základní škola a Mateøská škola Èerná v Pošumaví;75000318;12945161;2;245828;Obec Èerná v Pošumaví;107531518;Mateøská škola;A00;12945609;245828;Obec Èerná v Pošumaví;;;;;;;;;;
650036298;Základní škola a Mateøská škola Èerná v Pošumaví;75000318;12945161;2;245828;Obec Èerná v Pošumaví;107720558;Základní škola;B00;12945161;245828;Obec Èerná v Pošumaví;;X;X;;;;;;;1
600060373;Základní škola a Mateøská škola Èeské Velenice;60818263;14687020;2;246433;Mìsto Èeské Velenice;107532140;Mateøská škola;A00;14685698;246433;Mìsto Èeské Velenice;;;;;;;;;;
600060373;Základní škola a Mateøská škola Èeské Velenice;60818263;14687020;2;246433;Mìsto Èeské Velenice;107721040;Základní škola;B00;14687020;246433;Mìsto Èeské Velenice;X;X;X;X;X;X;X;X;X;3
600060381;Základní škola a Mateøská škola Èeskı Rudolec;70988331;2167921;2;246441;Obec Èeskı Rudolec;150006667;Mateøská škola;A00;2167921;246441;Obec Èeskı Rudolec;;;;;;;;;;
600060381;Základní škola a Mateøská škola Èeskı Rudolec;70988331;2167921;2;246441;Obec Èeskı Rudolec;107721058;Základní škola;B00;2167921;246441;Obec Èeskı Rudolec;;X;X;;;X;X;X;X;3
600063810;Základní škola a Mateøská škola Èestice;70940185;8950261;2;251089;Mìstys Èestice;107535041;Mateøská škola;A00;8950563;251089;Mìstys Èestice;;;;;;;;;;
600063810;Základní škola a Mateøská škola Èestice;70940185;8950261;2;251089;Mìstys Èestice;107722305;Základní škola;B00;8950261;251089;Mìstys Èestice;X;X;X;X;X;X;X;X;X;3
650051548;Základní škola a Mateøská škola Èimelice, okres Písek;71005153;5557968;2;249599;Obec Èimelice;108053750;Základní škola;B00;5557968;249599;Obec Èimelice;X;X;X;X;X;X;X;X;X;3
650051548;Základní škola a Mateøská škola Èimelice, okres Písek;71005153;5557968;2;249599;Obec Èimelice;108053253;Mateøská škola;A00;5559804;249599;Obec Èimelice;;;;;;;;;;
600062210;Základní škola a Mateøská škola Èíová, okres Písek;70986584;360252;2;249602;Obec Èíová;108053938;Základní škola;B00;360252;249602;Obec Èíová;X;X;X;X;X;;;;;1
600062210;Základní škola a Mateøská škola Èíová, okres Písek;70986584;360252;2;249602;Obec Èíová;108053261;Mateøská škola;A00;360252;249602;Obec Èíová;;;;;;;;;;
600063186;Základní škola a mateøská škola Èkynì;68544120;804991;2;250384;Obec Èkynì;107534142;Mateøská škola;A00;806226;250384;Obec Èkynì;;;;;;;;;;
600063186;Základní škola a mateøská škola Èkynì;68544120;804991;2;250384;Obec Èkynì;107722054;Základní škola;B00;804991;250384;Obec Èkynì;X;X;X;X;X;X;X;X;X;3
650049870;Základní škola a Mateøská škola Dešná;70986576;14695979;2;246492;Obec Dešná;107721082;Základní škola;B00;14695979;246492;Obec Dešná;X;X;X;;;;;;;1
650049870;Základní škola a Mateøská škola Dešná;70986576;14695979;2;246492;Obec Dešná;107532239;Mateøská škola;A00;14696428;246492;Obec Dešná;;;;;;;;;;
650040953;Základní škola a Mateøská škola Deštná;70986533;2198789;2;246506;Mìsto Deštná;107721091;Základní škola;B00;2198789;246506;Mìsto Deštná;X;X;X;X;X;X;X;X;X;3
650040953;Základní škola a Mateøská škola Deštná;70986533;2198789;2;246506;Mìsto Deštná;107532697;Mateøská škola;A00;2201119;246506;Mìsto Deštná;;;;;;;;;;
650024915;Základní škola a Mateøská škola Dobrá Voda u Èeskıch Budìjovic;75001144;11717939;2;581232;Obec Dobrá Voda u Èeskıch Budìjovic;107531275;Mateøská škola;A00;11717351;581232;Obec Dobrá Voda u Èeskıch Budìjovic;;;;;;;;;;
650024915;Základní škola a Mateøská škola Dobrá Voda u Èeskıch Budìjovic;75001144;11717939;2;581232;Obec Dobrá Voda u Èeskıch Budìjovic;107720027;Základní škola;B00;11717939;581232;Obec Dobrá Voda u Èeskıch Budìjovic;X;X;X;X;X;X;X;X;X;3
650024842;Základní škola a Mateøská škola Dolní Bukovsko;75001365;26278057;2;244791;Mìstys Dolní Bukovsko;107530473;Mateøská škola;A00;26278057;244791;Mìstys Dolní Bukovsko;;;;;;;;;;
650024842;Základní škola a Mateøská škola Dolní Bukovsko;75001365;26278057;2;244791;Mìstys Dolní Bukovsko;107720353;Základní škola;B00;26278057;244791;Mìstys Dolní Bukovsko;X;X;X;X;X;X;X;X;X;3
650035658;Základní škola a Mateøská škola Dolní Dvoøištì;75000440;8689491;2;245844;Obec Dolní Dvoøištì;107531658;Mateøská škola;A00;8689237;245844;Obec Dolní Dvoøištì;;;;;;;;;;
650035658;Základní škola a Mateøská škola Dolní Dvoøištì;75000440;8689491;2;245844;Obec Dolní Dvoøištì;583758;Základní škola;B00;8689491;245844;Obec Dolní Dvoøištì;X;X;X;X;X;;;;;1
600059260;Základní škola a Mateøská škola Dolní Tøebonín;71002421;12949361;2;245852;Obec Dolní Tøebonín;107720574;Základní škola;B00;12949361;245852;Obec Dolní Tøebonín;X;X;;;X;;;;;1
600059260;Základní škola a Mateøská škola Dolní Tøebonín;71002421;12949361;2;245852;Obec Dolní Tøebonín;107531666;Mateøská škola;A00;12948641;245852;Obec Dolní Tøebonín;;;;;;;;;;
650028899;Základní škola a Mateøská škola Doudleby;75000849;11723742;2;244813;Obec Doudleby;107530767;Mateøská škola;A00;11724269;244813;Obec Doudleby;;;;;;;;;;
650028899;Základní škola a Mateøská škola Doudleby;75000849;11723742;2;244813;Obec Doudleby;107720035;Základní škola;B00;11723742;244813;Obec Doudleby;;X;X;;;;;;;1
650035828;Základní škola a Mateøská škola Draice, okres Tábor;75000580;6613594;2;252239;Obec Draice;107722470;Základní škola;B00;6613594;252239;Obec Draice;X;X;X;;X;;;;;1
650035828;Základní škola a Mateøská škola Draice, okres Tábor;75000580;6613594;2;252239;Obec Draice;107535661;Mateøská škola;A00;6614973;252239;Obec Draice;;;;;;;;;;
650035895;Základní škola a Mateøská škola Døíteò;75000024;11730684;2;244830;Obec Døíteò;114201064;Mateøská škola;A00;28130979;244830;Obec Døíteò;;;;;;;;;;
650035895;Základní škola a Mateøská škola Døíteò;75000024;11730684;2;244830;Obec Døíteò;107720361;Základní škola;B00;11730684;244830;Obec Døíteò;X;X;X;X;X;X;X;X;X;3
650042093;Základní škola a Mateøská škola Dub, okres Prachatice;70989095;17666562;2;250406;Mìstys Dub;107534398;Mateøská škola;A00;17666562;250406;Mìstys Dub;;;;;;;;;;
650042093;Základní škola a Mateøská škola Dub, okres Prachatice;70989095;17666562;2;250406;Mìstys Dub;107721902;Základní škola;B00;17666562;250406;Mìstys Dub;;;X;X;;;;;;1
650030265;Základní škola a Mateøská škola Dubné;75000547;16500288;2;244856;Obec Dubné;107530481;Mateøská škola;A00;16501209;244856;Obec Dubné;;;;;;;;;;
650030265;Základní škola a Mateøská škola Dubné;75000547;16500288;2;244856;Obec Dubné;107720370;Základní škola;B00;16500288;244856;Obec Dubné;X;X;X;X;X;X;X;X;X;3
600059197;Základní škola a Mateøská škola Frymburk;583791;8692238;2;245861;Mìstys Frymburk;107531674;Mateøská škola;A00;8692238;245861;Mìstys Frymburk;;;;;;;;;;
600059197;Základní škola a Mateøská škola Frymburk;583791;8692238;2;245861;Mìstys Frymburk;583791;Základní škola;B00;8692238;245861;Mìstys Frymburk;X;X;X;X;X;X;X;X;X;3
650041895;Základní škola a mateøská škola Holubov;71012257;16532767;2;245879;Obec Holubov;107531828;Mateøská škola;A00;16534093;245879;Obec Holubov;;;;;;;;;;
650041895;Základní škola a mateøská škola Holubov;71012257;16532767;2;245879;Obec Holubov;107720582;Základní škola;B00;16532767;245879;Obec Holubov;X;;X;X;;;;;;1
600059235;Základní škola a Mateøská škola Horní Planá;60084731;12953563;2;245895;Mìsto Horní Planá;60084731;Základní škola;B00;12953563;245895;Mìsto Horní Planá;X;X;X;X;X;X;X;X;X;3
600059235;Základní škola a Mateøská škola Horní Planá;60084731;12953563;2;245895;Mìsto Horní Planá;107531704;Mateøská škola;A00;12952885;245895;Mìsto Horní Planá;;;;;;;;;;
650029577;Základní škola a Mateøská škola Horní Stropnice;75000776;19986645;2;244929;Obec Horní Stropnice;107530554;Mateøská škola;A00;19986459;244929;Obec Horní Stropnice;;;;;;;;;;
650029577;Základní škola a Mateøská škola Horní Stropnice;75000776;19986645;2;244929;Obec Horní Stropnice;107720396;Základní škola;B00;19986645;244929;Obec Horní Stropnice;X;X;X;X;X;X;X;X;X;3
650055900;Základní škola a Mateøská škola Horní Vltavice;70986282;790460;2;250422;Obec Horní Vltavice;107534169;Mateøská škola;A00;790311;250422;Obec Horní Vltavice;;;;;;;;;;
650055900;Základní škola a Mateøská škola Horní Vltavice;70986282;790460;2;250422;Obec Horní Vltavice;107721911;Základní škola;B00;790460;250422;Obec Horní Vltavice;X;;;;;;;;;1
650043898;Základní škola a Mateøská škola Hosín;75000695;16506120;2;244937;Obec Hosín;107530546;Mateøská škola;A00;16506120;244937;Obec Hosín;;;;;;;;;;
650043898;Základní škola a Mateøská škola Hosín;75000695;16506120;2;244937;Obec Hosín;108023613;Základní škola;B00;16506120;244937;Obec Hosín;X;X;;X;;;;;;1
600064824;Základní škola a Mateøská škola Chotoviny, okres Tábor;75000601;6626726;2;252352;Obec Chotoviny;107535190;Mateøská škola;A00;6627773;252352;Obec Chotoviny;;;;;;;;;;
600064824;Základní škola a Mateøská škola Chotoviny, okres Tábor;75000601;6626726;2;252352;Obec Chotoviny;107722623;Základní škola;B00;6626726;252352;Obec Chotoviny;X;X;X;X;X;X;X;X;X;3
600064638;Základní škola a Mateøská škola Choustník, okres Tábor;47268034;6630448;2;252361;Obec Choustník;47268034;Základní škola;B00;6630448;252361;Obec Choustník;X;X;X;X;X;X;X;X;X;3
600064638;Základní škola a Mateøská škola Choustník, okres Tábor;47268034;6630448;2;252361;Obec Choustník;107535203;Mateøská škola;A00;6630570;252361;Obec Choustník;;;;;;;;;;
650025121;Základní škola a Mateøská škola Chrášany;70988862;11745142;2;245003;Obec Chrášany;107530457;Mateøská škola;A00;11745142;245003;Obec Chrášany;;;;;;;;;;
650025121;Základní škola a Mateøská škola Chrášany;70988862;11745142;2;245003;Obec Chrášany;107720400;Základní škola;B00;11745142;245003;Obec Chrášany;X;X;X;X;X;X;X;X;X;3
600059219;Základní škola a Mateøská škola Chvalšiny;60084316;16539699;2;245925;Obec Chvalšiny;107531640;Mateøská škola;A00;16540166;245925;Obec Chvalšiny;;;;;;;;;;
600059219;Základní škola a Mateøská škola Chvalšiny;60084316;16539699;2;245925;Obec Chvalšiny;60084316;Základní škola;B00;16539699;245925;Obec Chvalšiny;X;X;X;X;X;X;X;X;X;3
600057640;Základní škola a Mateøská škola J. Š. Baara, Jírovcova 9/a, Èeské Budìjovice;60077417;28418352;2;244732;Statutární mìsto Èeské Budìjovice;181031914;Mateøská škola;A00;23376791;244732;Statutární mìsto Èeské Budìjovice;;;;;;;;;;
600057640;Základní škola a Mateøská škola J. Š. Baara, Jírovcova 9/a, Èeské Budìjovice;60077417;28418352;2;244732;Statutární mìsto Èeské Budìjovice;60077417;Základní škola;B00;28418352;244732;Statutární mìsto Èeské Budìjovice;X;X;X;X;X;X;X;X;X;3
650051041;Základní škola a Mateøská škola Jarošov nad Neárkou;70985111;14717808;2;246859;Obec Jarošov nad Neárkou;107720922;Základní škola;B00;14717808;246859;Obec Jarošov nad Neárkou;X;X;X;;X;;;;;1
650051041;Základní škola a Mateøská škola Jarošov nad Neárkou;70985111;14717808;2;246859;Obec Jarošov nad Neárkou;107532271;Mateøská škola;A00;14718065;246859;Obec Jarošov nad Neárkou;;;;;;;;;;
650032543;Základní škola a Mateøská škola Jílovice;70983232;19990901;2;245038;Obec Jílovice;107720051;Základní škola;B00;19990901;245038;Obec Jílovice;X;X;X;;X;;;;;1
650032543;Základní škola a Mateøská škola Jílovice;70983232;19990901;2;245038;Obec Jílovice;107530571;Mateøská škola;A00;19990901;245038;Obec Jílovice;;;;;;;;;;
600064514;Základní škola a Mateøská škola Jistebnice;70887489;6635750;2;252425;Mìsto Jistebnice;582581;Základní škola;B00;6635750;252425;Mìsto Jistebnice;X;X;X;X;X;X;X;X;X;3
600064514;Základní škola a Mateøská škola Jistebnice;70887489;6635750;2;252425;Mìsto Jistebnice;107535246;Mateøská škola;A00;6635709;252425;Mìsto Jistebnice;;;;;;;;;;
650038959;Základní škola a Mateøská škola Kájov;75001101;8697973;2;245933;Obec Kájov;107720591;Základní škola;B00;8697973;245933;Obec Kájov;X;X;X;X;X;;;;;1
650038959;Základní škola a Mateøská škola Kájov;75001101;8697973;2;245933;Obec Kájov;107531739;Mateøská škola;A00;8699062;245933;Obec Kájov;;;;;;;;;;
600057488;Základní škola a Mateøská škola Kamennı Újezd;62537521;11751223;2;245062;Obec Kamennı Újezd;107530589;Mateøská škola;A00;11751231;245062;Obec Kamennı Újezd;;;;;;;;;;
600057488;Základní škola a Mateøská škola Kamennı Újezd;62537521;11751223;2;245062;Obec Kamennı Újezd;107720418;Základní škola;B00;11751223;245062;Obec Kamennı Újezd;X;X;X;X;X;X;X;X;X;3
650035593;Základní škola a Mateøská škola Kardašova Øeèice;70984492;17651221;2;246905;Mìsto Kardašova Øeèice;107721163;Základní škola;B00;17651221;246905;Mìsto Kardašova Øeèice;X;X;X;X;X;X;X;X;X;3
650035593;Základní škola a Mateøská škola Kardašova Øeèice;70984492;17651221;2;246905;Mìsto Kardašova Øeèice;107532379;Mateøská škola;A00;17657059;246905;Mìsto Kardašova Øeèice;;;;;;;;;;
650020511;Základní škola a Mateøská škola Katovice, okres Strakonice;75001268;8963096;2;251305;Mìstys Katovice;107722313;Základní škola;B00;8963096;251305;Mìstys Katovice;X;X;X;X;X;X;X;X;X;3
650020511;Základní škola a Mateøská škola Katovice, okres Strakonice;75001268;8963096;2;251305;Mìstys Katovice;107534801;Mateøská škola;A00;84961121;251305;Mìstys Katovice;;;;;;;;;;
650038631;Základní škola a Mateøská škola Kluky, okr. Písek;70984328;5483158;2;249751;Obec Kluky;108053946;Základní škola;B00;5483158;249751;Obec Kluky;X;;X;X;;;;;;1
650038631;Základní škola a Mateøská škola Kluky, okr. Písek;70984328;5483158;2;249751;Obec Kluky;108053318;Mateøská škola;A00;;249751;Obec Kluky;;;;;;;;;;
600064921;Základní škola a Mateøská škola Košice, okres Tábor;70979511;6644309;2;252468;Obec Košice;107722500;Základní škola;B00;6644309;252468;Obec Košice;X;;;X;;;;;;1
600064921;Základní škola a Mateøská škola Košice, okres Tábor;70979511;6644309;2;252468;Obec Košice;107535254;Mateøská škola;A00;6644309;252468;Obec Košice;;;;;;;;;;
600059367;Základní škola a Mateøská škola Køeme;583707;8706727;2;245950;Mìstys Køeme;107531810;Mateøská škola;A00;8708070;245950;Mìstys Køeme;;;;;;;;;;
600059367;Základní škola a Mateøská škola Køeme;583707;8706727;2;245950;Mìstys Køeme;245950;Základní škola;B00;8706727;245950;Mìstys Køeme;X;X;X;X;X;X;X;X;X;3
650050312;Základní škola a Mateøská škola Ktiš;70999694;777838;2;250503;Obec Ktiš;107534185;Mateøská škola;A00;777838;250503;Obec Ktiš;;;;;;;;;;
650050312;Základní škola a Mateøská škola Ktiš;70999694;777838;2;250503;Obec Ktiš;107721945;Základní škola;B00;777838;250503;Obec Ktiš;X;;;X;;;;;;1
650050941;Základní škola a Mateøská škola Lenora, okres Prachatice;70996342;851566;2;250538;Obec Lenora;107721970;Základní škola;B00;851566;250538;Obec Lenora;X;;X;;X;;;;;1
650050941;Základní škola a Mateøská škola Lenora, okres Prachatice;70996342;851566;2;250538;Obec Lenora;107534622;Mateøská škola;A00;851345;250538;Obec Lenora;;;;;;;;;;
600063011;Základní škola a Mateøská škola Lhenice;60098741;842991;2;250546;Mìstys Lhenice;107534550;Mateøská škola;A00;842991;250546;Mìstys Lhenice;;;;;;;;;;
600063011;Základní škola a Mateøská škola Lhenice;60098741;842991;2;250546;Mìstys Lhenice;107722071;Základní škola;B00;842991;250546;Mìstys Lhenice;X;X;X;X;X;X;X;X;X;3
600059294;Základní škola a Mateøská škola Lipno nad Vltavou;70659273;8713103;2;245976;Obec Lipno nad Vltavou;107720612;Základní škola;B00;8713103;245976;Obec Lipno nad Vltavou;;X;X;X;X;;;;;1
600059294;Základní škola a Mateøská škola Lipno nad Vltavou;70659273;8713103;2;245976;Obec Lipno nad Vltavou;107531836;Mateøská škola;A00;8713103;245976;Obec Lipno nad Vltavou;;;;;;;;;;
650036140;Základní škola a Mateøská škola Lišov;75000369;17585287;2;245178;Mìsto Lišov;107720434;Základní škola;B00;17585287;245178;Mìsto Lišov;X;X;X;X;X;X;X;X;X;3
650036140;Základní škola a Mateøská škola Lišov;75000369;17585287;2;245178;Mìsto Lišov;107530627;Mateøská škola;A00;26815486;245178;Mìsto Lišov;;;;;;;;;;
650041836;Základní škola a Mateøská škola Lnáøe;71006265;18383238;2;251437;Obec Lnáøe;107722216;Základní škola;B00;18383238;251437;Obec Lnáøe;X;X;;X;;;;;;1
650041836;Základní škola a Mateøská škola Lnáøe;71006265;18383238;2;251437;Obec Lnáøe;107535076;Mateøská škola;A00;18383602;251437;Obec Lnáøe;;;;;;;;;;
600060284;Základní škola a Mateøská škola Lodhéøov, okres Jindøichùv Hradec;70986550;17309964;2;247014;Obec Lodhéøov;114400547;Mateøská škola;A00;26220156;247014;Obec Lodhéøov;;;;;;;;;;
600060284;Základní škola a Mateøská škola Lodhéøov, okres Jindøichùv Hradec;70986550;17309964;2;247014;Obec Lodhéøov;107720931;Základní škola;B00;17309964;247014;Obec Lodhéøov;;;X;;;;;;;1
650031083;Základní škola a Mateøská škola Lomnice nad Lunicí;70988374;2189429;2;247022;Mìsto Lomnice nad Lunicí;107721180;Základní škola;B00;2189429;247022;Mìsto Lomnice nad Lunicí;X;X;X;X;X;X;X;X;X;3
650031083;Základní škola a Mateøská škola Lomnice nad Lunicí;70988374;2189429;2;247022;Mìsto Lomnice nad Lunicí;107532441;Mateøská škola;A00;2192993;247022;Mìsto Lomnice nad Lunicí;;;;;;;;;;
600059138;Základní škola a Mateøská škola Louèovice;583677;8774277;2;245984;Obec Louèovice;583677;Základní škola;B00;8774277;245984;Obec Louèovice;X;X;X;X;X;X;X;X;X;3
600059138;Základní škola a Mateøská škola Louèovice;583677;8774277;2;245984;Obec Louèovice;107531984;Mateøská škola;A00;8774773;245984;Obec Louèovice;;;;;;;;;;
600060217;Základní škola a Mateøská škola Lunice p. o.;71006214;2163632;2;477311;Obec Lunice;102003441;Základní škola;B00;2163632;477311;Obec Lunice;X;;X;;;;;;;1
600060217;Základní škola a Mateøská škola Lunice p. o.;71006214;2163632;2;477311;Obec Lunice;150006233;Mateøská škola;A00;2163632;477311;Obec Lunice;;;;;;;;;;
600060292;Základní škola a Mateøská škola Majdalena;71002189;2196883;2;247065;Obec Majdalena;107720949;Základní škola;B00;2196883;247065;Obec Majdalena;;X;X;;;;;;;1
600060292;Základní škola a Mateøská škola Majdalena;71002189;2196883;2;247065;Obec Majdalena;114400521;Mateøská škola;A00;2196981;247065;Obec Majdalena;;;;;;;;;;
650023595;Základní škola a Mateøská škola Malenice, okres Strakonice;75000172;18386300;2;251461;Obec Malenice;107722224;Základní škola;B00;18386300;251461;Obec Malenice;X;;X;;X;;;;;1
650023595;Základní škola a Mateøská škola Malenice, okres Strakonice;75000172;18386300;2;251461;Obec Malenice;107534835;Mateøská škola;A00;18387675;251461;Obec Malenice;;;;;;;;;;
600059111;Základní škola a Mateøská škola Malonty;583651;26667673;2;245992;Obec Malonty;107531844;Mateøská škola;A00;25601822;245992;Obec Malonty;;;;;;;;;;
600059111;Základní škola a Mateøská škola Malonty;583651;26667673;2;245992;Obec Malonty;583651;Základní škola;B00;26667673;245992;Obec Malonty;X;X;X;X;X;X;X;X;X;3
600064832;Základní škola a Mateøská škola Malšice, okres Tábor;69561656;17342937;2;252522;Mìstys Malšice;107722666;Základní škola;B00;17342937;252522;Mìstys Malšice;X;X;X;X;X;X;X;X;X;3
600064832;Základní škola a Mateøská škola Malšice, okres Tábor;69561656;17342937;2;252522;Mìstys Malšice;107535262;Mateøská škola;A00;17343496;252522;Mìstys Malšice;;;;;;;;;;
650020065;Základní škola a mateøská škola Mirovice, okres Písek;70999376;5574625;2;249858;Mìsto Mirovice;108053814;Základní škola;B00;5574625;249858;Mìsto Mirovice;X;X;X;X;X;X;X;X;X;3
650020065;Základní škola a mateøská škola Mirovice, okres Písek;70999376;5574625;2;249858;Mìsto Mirovice;108053415;Mateøská škola;A00;81034938;249858;Mìsto Mirovice;;;;;;;;;;
600064841;Základní škola a Mateøská škola Mladá Voice;70941912;17345413;2;252557;Mìsto Mladá Voice;107535271;Mateøská škola;A00;17349681;252557;Mìsto Mladá Voice;;;;;;;;;;
600064841;Základní škola a Mateøská škola Mladá Voice;70941912;17345413;2;252557;Mìsto Mladá Voice;107722674;Základní škola;B00;17345413;252557;Mìsto Mladá Voice;X;X;X;X;X;X;X;X;X;3
600064662;Základní škola a Mateøská škola Nadìjkov, okres Tábor;71010726;19794088;2;249891;Obec Nadìjkov;107533758;Mateøská škola;A00;19794088;249891;Obec Nadìjkov;;;;;;;;;;
600064662;Základní škola a Mateøská škola Nadìjkov, okres Tábor;71010726;19794088;2;249891;Obec Nadìjkov;107721791;Základní škola;B00;19794088;249891;Obec Nadìjkov;X;;;;;;;;;1
650036042;Základní škola a mateøská škola Nedabyle;70986177;20001444;2;245224;Obec Nedabyle;181106621;Mateøská škola;A00;20001444;245224;Obec Nedabyle;;;;;;;;;;
650036042;Základní škola a mateøská škola Nedabyle;70986177;20001444;2;245224;Obec Nedabyle;107720094;Základní škola;B00;20001444;245224;Obec Nedabyle;X;X;X;X;X;;;;;1
650029526;Základní škola a Mateøská škola Neznašov;75000458;20028091;2;245666;Obec Všemyslice;107530660;Mateøská škola;A00;20027915;245666;Obec Všemyslice;;;;;;;;;;
650029526;Základní škola a Mateøská škola Neznašov;75000458;20028091;2;245666;Obec Všemyslice;108023761;Základní škola;B00;20028091;245666;Obec Všemyslice;X;X;X;X;X;;;;;1
650040821;Základní škola a Mateøská škola Nová Bystøice;75000491;14732246;2;247138;Mìsto Nová Bystøice;107532468;Mateøská škola;A00;14732092;247138;Mìsto Nová Bystøice;;;;;;;;;;
650040821;Základní škola a Mateøská škola Nová Bystøice;75000491;14732246;2;247138;Mìsto Nová Bystøice;107721198;Základní škola;B00;14732246;247138;Mìsto Nová Bystøice;X;X;X;X;X;X;X;X;X;3
650050142;Základní škola a Mateøská škola Nová Pec;75004577;17681537;2;250619;Obec Nová Pec;107534509;Mateøská škola;A00;17681537;250619;Obec Nová Pec;;;;;;;;;;
650050142;Základní škola a Mateøská škola Nová Pec;75004577;17681537;2;250619;Obec Nová Pec;107721996;Základní škola;B00;17681537;250619;Obec Nová Pec;X;;;X;;;;;;1
650036361;Základní škola a mateøská škola Novosedly nad Neárkou;70985120;14747405;2;247171;Obec Novosedly nad Neárkou;107532719;Mateøská škola;A00;14747405;247171;Obec Novosedly nad Neárkou;;;;;;;;;;
650036361;Základní škola a mateøská škola Novosedly nad Neárkou;70985120;14747405;2;247171;Obec Novosedly nad Neárkou;107720965;Základní škola;B00;14747405;247171;Obec Novosedly nad Neárkou;X;;X;X;;;;;;1
650029623;Základní škola a Mateøská škola Olešnice;70983577;11785349;2;245283;Obec Olešnice;107720116;Základní škola;B00;11785349;245283;Obec Olešnice;X;X;;X;X;;;;;1
650029623;Základní škola a Mateøská škola Olešnice;70983577;11785349;2;245283;Obec Olešnice;107530716;Mateøská škola;A00;11785314;245283;Obec Olešnice;;;;;;;;;;
650031334;Základní škola a Mateøská škola Olešník, pøíspìvková organizace;70983470;20006829;2;245291;Obec Olešník;107720124;Základní škola;B00;20006829;245291;Obec Olešník;X;;;;X;;;;;1
650031334;Základní škola a Mateøská škola Olešník, pøíspìvková organizace;70983470;20006829;2;245291;Obec Olešník;107530724;Mateøská škola;A00;20007515;245291;Obec Olešník;;;;;;;;;;
600064611;Základní škola a Mateøská škola Opaøany;70890773;6656714;2;252638;Obec Opaøany;107535301;Mateøská škola;A00;6657443;252638;Obec Opaøany;;;;;;;;;;
