RedIzo;Nazev;Ico;AdresaRUIAN;TypZrizovatele;ZrizovatelIco;ZrizovatelNazev;SkolaIzo;SkolaNazev;DruhSkoly;SkolaAdresa;EditorIco;EditorNazev;t1;t2;t3;t4;t5;t6;t7;t8;t9;Stupen
600115551;Základní škola a Mateøská škola Ratíškovice;227901;13522922;2;285242;Obec Ratíškovice;107607212;Mateøská škola;A00;13525913;285242;Obec Ratíškovice;;;;;;;;;;
600115551;Základní škola a Mateøská škola Ratíškovice;227901;13522922;2;285242;Obec Ratíškovice;227901;Základní škola;B00;13522922;285242;Obec Ratíškovice;X;X;X;X;X;X;X;X;X;3
600116018;Základní škola a mateøská škola Rohatec, pøíspìvková organizace;61392871;13535544;2;488526;Obec Rohatec;107607221;Mateøská škola;A00;13537962;488526;Obec Rohatec;;;;;;;;;;
600116018;Základní škola a mateøská škola Rohatec, pøíspìvková organizace;61392871;13535544;2;488526;Obec Rohatec;102391581;Základní škola;B00;13535544;488526;Obec Rohatec;X;X;X;X;X;X;X;X;X;3
600110664;Základní škola a mateøská škola Rozdrojovice, okr. Brno-venkov, pøíspìvková organizace;75003759;23987626;2;282499;Obec Rozdrojovice;181029413;Mateøská škola;A00;23987626;282499;Obec Rozdrojovice;;;;;;;;;;
600110664;Základní škola a mateøská škola Rozdrojovice, okr. Brno-venkov, pøíspìvková organizace;75003759;23987626;2;282499;Obec Rozdrojovice;102179565;Základní škola;B00;23987626;282499;Obec Rozdrojovice;X;X;X;X;X;;;;;1
600112110;Základní škola a Mateøská škola Sedlec, okres Bøeclav, pøíspìvková organizace;69749779;10087788;2;283576;Obec Sedlec;102102341;Základní škola;B00;10087788;283576;Obec Sedlec;X;;X;X;;;;;;1
600112110;Základní škola a Mateøská škola Sedlec, okres Bøeclav, pøíspìvková organizace;69749779;10087788;2;283576;Obec Sedlec;107605031;Mateøská škola;A00;10087788;283576;Obec Sedlec;;;;;;;;;;
600110745;Základní škola a Mateøská škola Silùvky, okres Brno-venkov, pøíspìvková organizace;71003762;24667536;2;488305;Obec Silùvky;107603811;Mateøská škola;A00;24667536;488305;Obec Silùvky;;;;;;;;;;
600110745;Základní škola a Mateøská škola Silùvky, okres Brno-venkov, pøíspìvková organizace;71003762;24667536;2;488305;Obec Silùvky;108049230;Základní škola;B00;24667536;488305;Obec Silùvky;;X;X;;;;;;;1
600111237;Základní škola a mateøská škola Sivice, okres Brno-venkov, pøíspìvková organizace;71008322;23996757;2;488313;Obec Sivice;107603691;Mateøská škola;A00;23996757;488313;Obec Sivice;;;;;;;;;;
600111237;Základní škola a mateøská škola Sivice, okres Brno-venkov, pøíspìvková organizace;71008322;23996757;2;488313;Obec Sivice;108010252;Základní škola;B00;23996757;488313;Obec Sivice;X;X;X;X;X;;;;;1
600106047;Základní škola a Mateøská škola Skalice nad Svitavou, pøíspìvková organizace;70886270;7893418;2;280933;Obec Skalice nad Svitavou;150004401;Mateøská škola;A00;7893418;280933;Obec Skalice nad Svitavou;;;;;;;;;;
600106047;Základní škola a Mateøská škola Skalice nad Svitavou, pøíspìvková organizace;70886270;7893418;2;280933;Obec Skalice nad Svitavou;102007233;Základní škola;B00;7893418;280933;Obec Skalice nad Svitavou;;X;;X;;;;;;1
600106322;Základní škola a mateøská škola Sloup, pøíspìvková organizace;62075942;1981901;2;280950;Mìstys Sloup;107600471;Mateøská škola;A00;1982311;280950;Mìstys Sloup;;;;;;;;;;
600106322;Základní škola a mateøská škola Sloup, pøíspìvková organizace;62075942;1981901;2;280950;Mìstys Sloup;102007756;Základní škola;B00;1981901;280950;Mìstys Sloup;X;X;X;X;X;X;X;X;X;3
600115798;Základní škola a mateøská škola Sobùlky, okres Hodonín, pøíspìvková organizace;70989699;13544837;2;285285;Obec Sobùlky;107607565;Mateøská škola;A00;13544837;285285;Obec Sobùlky;;;;;;;;;;
600115798;Základní škola a mateøská škola Sobùlky, okres Hodonín, pøíspìvková organizace;70989699;13544837;2;285285;Obec Sobùlky;102391025;Základní škola;B00;13544837;285285;Obec Sobùlky;X;X;;;X;;;;;1
600112594;Základní škola a Mateøská škola Starovièky, okres Bøeclav, pøíspìvková organizace;70914320;10094351;2;283592;Obec Starovièky;107604833;Mateøská škola;A00;10094351;283592;Obec Starovièky;;;;;;;;;;
600112594;Základní škola a Mateøská škola Starovièky, okres Bøeclav, pøíspìvková organizace;70914320;10094351;2;283592;Obec Starovièky;103619330;Základní škola;B00;10094351;283592;Obec Starovièky;X;X;;X;X;;;;;1
600115780;Základní škola a Mateøská škola Starı Poddvorov, pøíspìvková organizace;75021200;26971534;2;285293;Obec Starı Poddvorov;107607239;Mateøská škola;A00;25409476;285293;Obec Starı Poddvorov;;;;;;;;;;
600115780;Základní škola a Mateøská škola Starı Poddvorov, pøíspìvková organizace;75021200;26971534;2;285293;Obec Starı Poddvorov;102391017;Základní škola;B00;26971534;285293;Obec Starı Poddvorov;X;X;X;X;;;;;;1
600116093;Základní škola a Mateøská škola Stráovice, okres Hodonín, pøíspìvková organizace;75024080;13550039;2;285323;Obec Stráovice;107607263;Mateøská škola;A00;13550039;285323;Obec Stráovice;;;;;;;;;;
600116093;Základní škola a Mateøská škola Stráovice, okres Hodonín, pøíspìvková organizace;75024080;13550039;2;285323;Obec Stráovice;108032418;Základní škola;B00;13550039;285323;Obec Stráovice;X;X;;X;;;;;;1
600110508;Základní škola a Mateøská škola Støelice, okres Brno-venkov, pøíspìvková organizace;71011528;24160873;2;282618;Obec Støelice;102191212;Základní škola;B00;24160873;282618;Obec Støelice;X;X;X;X;X;X;X;X;X;3
600110508;Základní škola a Mateøská škola Støelice, okres Brno-venkov, pøíspìvková organizace;71011528;24160873;2;282618;Obec Støelice;107603900;Mateøská škola;A00;41091892;282618;Obec Støelice;;;;;;;;;;
600115801;Základní škola a Mateøská škola Sudomìøice, okres Hodonín, pøíspìvková organizace;71010327;25508261;2;285331;Obec Sudomìøice;102391068;Základní škola;B00;25508261;285331;Obec Sudomìøice;X;X;X;X;X;;;;;1
600115801;Základní škola a Mateøská škola Sudomìøice, okres Hodonín, pøíspìvková organizace;71010327;25508261;2;285331;Obec Sudomìøice;107607271;Mateøská škola;A00;27152987;285331;Obec Sudomìøice;;;;;;;;;;
600127818;Základní škola a Mateøská škola Suchohrdly u Miroslavi, pøíspìvková organizace;75022214;10907181;2;637599;Obec Suchohrdly u Miroslavi;103619798;Základní škola;B00;10907181;637599;Obec Suchohrdly u Miroslavi;X;X;X;X;;;;;;1
600127818;Základní škola a Mateøská škola Suchohrdly u Miroslavi, pøíspìvková organizace;75022214;10907181;2;637599;Obec Suchohrdly u Miroslavi;107614375;Mateøská škola;A00;10907181;637599;Obec Suchohrdly u Miroslavi;;;;;;;;;;
600116034;Základní škola a Mateøská škola Svatoboøice-Mistøín, okres Hodonín, pøíspìvková organizace;70938482;13558919;2;285358;Obec Svatoboøice-Mistøín;102391645;Základní škola;B00;13558919;285358;Obec Svatoboøice-Mistøín;X;X;X;X;X;X;X;X;X;3
600116034;Základní škola a Mateøská škola Svatoboøice-Mistøín, okres Hodonín, pøíspìvková organizace;70938482;13558919;2;285358;Obec Svatoboøice-Mistøín;107607280;Mateøská škola;A00;13558919;285358;Obec Svatoboøice-Mistøín;;;;;;;;;;
600110915;Základní škola a mateøská škola Syrovice, okres Brno-venkov, pøíspìvková organizace;75024063;13256301;2;282634;Obec Syrovice;102179590;Základní škola;B00;13256301;282634;Obec Syrovice;X;X;X;X;X;;;;;1
600110915;Základní škola a mateøská škola Syrovice, okres Brno-venkov, pøíspìvková organizace;75024063;13256301;2;282634;Obec Syrovice;107603918;Mateøská škola;A00;13257749;282634;Obec Syrovice;;;;;;;;;;
600112497;Základní škola a Mateøská škola Šakvice, pøíspìvková organizace;70826129;10100091;2;283614;Obec Šakvice;102255628;Základní škola;B00;10100091;283614;Obec Šakvice;X;X;X;X;X;X;X;X;X;3
600112497;Základní škola a Mateøská škola Šakvice, pøíspìvková organizace;70826129;10100091;2;283614;Obec Šakvice;107605023;Mateøská škola;A00;10102132;283614;Obec Šakvice;;;;;;;;;;
600126030;Základní škola a mateøská škola Šaratice, pøíspìvková organizace;46271074;13887602;2;292346;Obec Šaratice;102807493;Základní škola;B00;13887602;292346;Obec Šaratice;X;X;X;X;X;X;X;X;X;3
600126030;Základní škola a mateøská škola Šaratice, pøíspìvková organizace;46271074;13887602;2;292346;Obec Šaratice;107613662;Mateøská škola;A00;83265643;292346;Obec Šaratice;;;;;;;;;;
600106071;Základní škola a Mateøská škola Šebrov, okres Blansko, pøíspìvková organizace;71009787;1991361;2;281077;Obec Šebrov-Kateøina;102007276;Základní škola;B00;1991361;281077;Obec Šebrov-Kateøina;X;X;X;;;;;;;1
600106071;Základní škola a Mateøská škola Šebrov, okres Blansko, pøíspìvková organizace;71009787;1991361;2;281077;Obec Šebrov-Kateøina;118100661;Mateøská škola;A00;1991361;281077;Obec Šebrov-Kateøina;;;;;;;;;;
600112268;Základní škola a mateøská škola Šitboøice, pøíspìvková organizace;75022001;10110062;2;283622;Obec Šitboøice;102255105;Základní škola;B00;10110062;283622;Obec Šitboøice;X;X;X;X;X;X;X;X;X;3
600112268;Základní škola a mateøská škola Šitboøice, pøíspìvková organizace;75022001;10110062;2;283622;Obec Šitboøice;107605040;Mateøská škola;A00;10109609;283622;Obec Šitboøice;;;;;;;;;;
600125777;Základní škola a mateøská škola Švábenice, okres Vyškov, pøíspìvková organizace;70988749;461300;2;292354;Mìstys Švábenice;102807302;Základní škola;B00;461300;292354;Mìstys Švábenice;X;X;X;X;X;;;;;1
600125777;Základní škola a mateøská škola Švábenice, okres Vyškov, pøíspìvková organizace;70988749;461300;2;292354;Mìstys Švábenice;107613921;Mateøská škola;A00;460087;292354;Mìstys Švábenice;;;;;;;;;;
600111326;Základní škola a Mateøská škola T. G. Masaryka Drásov, pøíspìvková organizace;70942528;24953491;2;281727;Mìstys Drásov;107603276;Mateøská škola;A00;73090069;281727;Mìstys Drásov;;;;;;;;;;
600111326;Základní škola a Mateøská škola T. G. Masaryka Drásov, pøíspìvková organizace;70942528;24953491;2;281727;Mìstys Drásov;102179956;Základní škola;B00;24953491;281727;Mìstys Drásov;X;X;X;X;X;X;X;X;X;3
600111172;Základní škola a Mateøská škola T. G. Masaryka Zastávka, pøíspìvková organizace;49461541;13346342;2;488399;Obec Zastávka;107604213;Mateøská škola;A00;13348931;488399;Obec Zastávka;;;;;;;;;;
600111172;Základní škola a Mateøská škola T. G. Masaryka Zastávka, pøíspìvková organizace;49461541;13346342;2;488399;Obec Zastávka;102191387;Základní škola;B00;13346342;488399;Obec Zastávka;X;X;X;X;X;X;X;X;X;3
600127338;Základní škola a Mateøská škola Tavíkovice, okres Znojmo, pøíspìvková organizace;70992045;10936033;2;293636;Obec Tavíkovice;102855013;Základní škola;B00;10936033;293636;Obec Tavíkovice;;;X;;X;;;;;1
600127338;Základní škola a Mateøská škola Tavíkovice, okres Znojmo, pøíspìvková organizace;70992045;10936033;2;293636;Obec Tavíkovice;108012085;Mateøská škola;A00;10936033;293636;Obec Tavíkovice;;;;;;;;;;
600110672;Základní škola a Mateøská škola Telnice, okres Brno-venkov, pøíspìvková organizace;75022621;13258575;2;282677;Obec Telnice;102179603;Základní škola;B00;13258575;282677;Obec Telnice;X;X;X;X;X;;;;;1
600110672;Základní škola a Mateøská škola Telnice, okres Brno-venkov, pøíspìvková organizace;75022621;13258575;2;282677;Obec Telnice;107603888;Mateøská škola;A00;13262521;282677;Obec Telnice;;;;;;;;;;
600111156;Základní škola a mateøská škola Tìšany, okres Brno-venkov, pøíspìvková organizace;75023296;13266047;2;282693;Obec Tìšany;102191255;Základní škola;B00;13266047;282693;Obec Tìšany;X;X;X;X;X;X;X;X;X;3
600111156;Základní škola a mateøská škola Tìšany, okres Brno-venkov, pøíspìvková organizace;75023296;13266047;2;282693;Obec Tìšany;107603934;Mateøská škola;A00;30919274;282693;Obec Tìšany;;;;;;;;;;
600127346;Základní škola a Mateøská škola Troskotovice, pøíspìvková organizace;71011285;10940090;2;637637;Mìstys Troskotovice;108012140;Mateøská škola;A00;10940090;637637;Mìstys Troskotovice;;;;;;;;;;
600127346;Základní škola a Mateøská škola Troskotovice, pøíspìvková organizace;71011285;10940090;2;637637;Mìstys Troskotovice;102855030;Základní škola;B00;10940090;637637;Mìstys Troskotovice;X;X;X;;X;;;;;1
600110923;Základní škola a mateøská škola Troubsko, okres Brno-venkov, pøíspìvková organizace;75023181;24677680;2;282723;Obec Troubsko;107604078;Mateøská škola;A00;24677825;282723;Obec Troubsko;;;;;;;;;;
600110923;Základní škola a mateøská škola Troubsko, okres Brno-venkov, pøíspìvková organizace;75023181;24677680;2;282723;Obec Troubsko;102179620;Základní škola;B00;24677680;282723;Obec Troubsko;X;X;X;X;X;;;;;1
600125726;Základní škola a Mateøská škola Tuèapy, okres Vyškov, pøíspìvková organizace;70988269;479179;2;373583;Obec Tuèapy;107613476;Mateøská škola;A00;479179;373583;Obec Tuèapy;;;;;;;;;;
600125726;Základní škola a Mateøská škola Tuèapy, okres Vyškov, pøíspìvková organizace;70988269;479179;2;373583;Obec Tuèapy;102807256;Základní škola;B00;479179;373583;Obec Tuèapy;X;X;X;X;;;;;;1
600112624;Základní škola a Mateøská škola Tınec, okres Bøeclav, pøíspìvková organizace;65804228;10120238;2;283649;Obec Tınec;107604850;Mateøská škola;A00;10120238;283649;Obec Tınec;;;;;;;;;;
600112624;Základní škola a Mateøská škola Tınec, okres Bøeclav, pøíspìvková organizace;65804228;10120238;2;283649;Obec Tınec;108055655;Základní škola;B00;10120238;283649;Obec Tınec;X;;X;X;;;;;;1
600112209;Základní škola a Mateøská škola Uherèice, okres Bøeclav;70867984;10122168;2;283657;Obec Uherèice;107605066;Mateøská škola;A00;10122371;283657;Obec Uherèice;;;;;;;;;;
600112209;Základní škola a Mateøská škola Uherèice, okres Bøeclav;70867984;10122168;2;283657;Obec Uherèice;102255032;Základní škola;B00;10122168;283657;Obec Uherèice;X;X;X;X;X;;;;;1
600116115;Základní škola a mateøská škola Uhøice, okres Hodonín, pøíspìvková organizace;71008942;13588958;2;285421;Obec Uhøice;107607425;Mateøská škola;A00;13588958;285421;Obec Uhøice;;;;;;;;;;
600116115;Základní škola a mateøská škola Uhøice, okres Hodonín, pøíspìvková organizace;71008942;13588958;2;285421;Obec Uhøice;102115222;Základní škola;B00;13588958;285421;Obec Uhøice;X;X;;X;X;;;;;1
650045017;Základní škola a mateøská škola Unkovice, pøíspìvková organizace, okres Brno-venkov;71162488;24018228;2;488356;Obec Unkovice;150045051;Mateøská škola;A00;24019143;488356;Obec Unkovice;;;;;;;;;;
650045017;Základní škola a mateøská škola Unkovice, pøíspìvková organizace, okres Brno-venkov;71162488;24018228;2;488356;Obec Unkovice;150045042;Základní škola;B00;24018228;488356;Obec Unkovice;;X;X;;X;;;;;1
600106080;Základní škola a mateøská škola Úsobrno, okres Blansko, pøíspìvková organizace;70982520;2039613;2;281174;Obec Úsobrno;118100840;Mateøská škola;A00;2039613;281174;Obec Úsobrno;;;;;;;;;;
600106080;Základní škola a mateøská škola Úsobrno, okres Blansko, pøíspìvková organizace;70982520;2039613;2;281174;Obec Úsobrno;102007284;Základní škola;B00;2039613;281174;Obec Úsobrno;X;;;;X;;;;;1
650012771;Základní škola a Mateøská škola Václava Havla ïárec, okres Brno-venkov;70940584;3764583;2;295833;Obec ïárec;150012799;Základní škola;B00;3764583;295833;Obec ïárec;X;X;X;X;X;X;X;X;X;3
650012771;Základní škola a Mateøská škola Václava Havla ïárec, okres Brno-venkov;70940584;3764583;2;295833;Obec ïárec;150012829;Mateøská škola;A00;3801888;295833;Obec ïárec;;;;;;;;;;
600106098;Základní škola a mateøská škola Vanovice, okres Blansko, pøíspìvková organizace;75023407;2043092;2;281191;Obec Vanovice;103031031;Mateøská škola;A00;2043092;281191;Obec Vanovice;;;;;;;;;;
600106098;Základní škola a mateøská škola Vanovice, okres Blansko, pøíspìvková organizace;75023407;2043092;2;281191;Obec Vanovice;102007292;Základní škola;B00;2043092;281191;Obec Vanovice;;X;;X;;;;;;1
691009996;Základní škola a mateøská škola Velenov, pøíspìvková organizace;5666376;7908547;2;47884541;Obec Velenov;181084198;Základní škola;B00;7908547;47884541;Obec Velenov;X;;;X;X;;;;;1
691009996;Základní škola a mateøská škola Velenov, pøíspìvková organizace;5666376;7908547;2;47884541;Obec Velenov;181118181;Mateøská škola (lesní mateøská škola);A00;;47884541;Obec Velenov;;;;;;;;;;
600125742;Základní škola a Mateøská škola Velešovice, pøíspìvková organizace;70990514;543462;2;292419;Obec Velešovice;107613824;Mateøská škola;A00;544353;292419;Obec Velešovice;;;;;;;;;;
600125742;Základní škola a Mateøská škola Velešovice, pøíspìvková organizace;70990514;543462;2;292419;Obec Velešovice;102807272;Základní škola;B00;543462;292419;Obec Velešovice;X;;X;X;X;;;;;1
600110991;Základní škola a Mateøská škola Vinièné Šumice, okres Brno-venkov, pøíspìvková organizace;49458884;13284312;2;488372;Obec Vinièné Šumice;102179859;Základní škola;B00;13284312;488372;Obec Vinièné Šumice;X;X;X;X;X;;;;;1
600110991;Základní škola a Mateøská škola Vinièné Šumice, okres Brno-venkov, pøíspìvková organizace;49458884;13284312;2;488372;Obec Vinièné Šumice;102014132;Mateøská škola;A00;86993941;488372;Obec Vinièné Šumice;;;;;;;;;;
600106101;Základní škola a mateøská škola Vísky, okres Blansko, pøíspìvková organizace;62073001;2003678;2;281263;Obec Vísky;118100921;Mateøská škola;A00;2003678;281263;Obec Vísky;;;;;;;;;;
600106101;Základní škola a mateøská škola Vísky, okres Blansko, pøíspìvková organizace;62073001;2003678;2;281263;Obec Vísky;102007314;Základní škola;B00;2003678;281263;Obec Vísky;X;X;X;X;;;;;;1
600112551;Základní škola a Mateøská škola Vlasatice, pøíspìvková organizace;70499969;10174583;2;283711;Obec Vlasatice;102255806;Základní škola;B00;10174583;283711;Obec Vlasatice;X;X;X;X;X;X;X;X;X;3
600112551;Základní škola a Mateøská škola Vlasatice, pøíspìvková organizace;70499969;10174583;2;283711;Obec Vlasatice;107605287;Mateøská škola;A00;10177001;283711;Obec Vlasatice;;;;;;;;;;
600111229;Základní škola a Mateøská škola Vranov, okres Brno-venkov;70873232;24685003;2;282855;Obec Vranov;107604141;Mateøská škola;A00;24686531;282855;Obec Vranov;;;;;;;;;;
600111229;Základní škola a Mateøská škola Vranov, okres Brno-venkov;70873232;24685003;2;282855;Obec Vranov;103619313;Základní škola;B00;24685003;282855;Obec Vranov;X;X;X;X;X;;;;;1
600112560;Základní škola a Mateøská škola Vranovice, pøíspìvková organizace;68729928;10178864;2;283720;Obec Vranovice;102255814;Základní škola;B00;10178864;283720;Obec Vranovice;X;X;X;X;X;X;X;X;X;3
600112560;Základní škola a Mateøská škola Vranovice, pøíspìvková organizace;68729928;10178864;2;283720;Obec Vranovice;107605082;Mateøská škola;A00;10180303;283720;Obec Vranovice;;;;;;;;;;
650041135;Základní škola a Mateøská škola Vrbovec;75003872;10972463;2;293831;Obec Vrbovec;102855871;Základní škola;B00;10972463;293831;Obec Vrbovec;X;X;X;X;X;X;X;X;X;3
650041135;Základní škola a Mateøská škola Vrbovec;75003872;10972463;2;293831;Obec Vrbovec;107614693;Mateøská škola;A00;10971343;293831;Obec Vrbovec;;;;;;;;;;
651031567;Základní škola a Mateøská škola Vysoké Popovice, okres Brno-venkov, pøíspìvková organizace;75081521;24688789;2;282871;Obec Vysoké Popovice;171102908;Mateøská škola;A00;24688789;282871;Obec Vysoké Popovice;;;;;;;;;;
651031567;Základní škola a Mateøská škola Vysoké Popovice, okres Brno-venkov, pøíspìvková organizace;75081521;24688789;2;282871;Obec Vysoké Popovice;151031576;Základní škola;B00;24688789;282871;Obec Vysoké Popovice;;X;;X;;;;;;1
600126048;Základní škola a Mateøská škola Vyškov, Letní pole, pøíspìvková organizace;46270981;13904884;2;292427;Mìsto Vyškov;181058596;Mateøská škola;A00;13904884;292427;Mìsto Vyškov;;;;;;;;;;
600126048;Základní škola a Mateøská škola Vyškov, Letní pole, pøíspìvková organizace;46270981;13904884;2;292427;Mìsto Vyškov;102807515;Základní škola;B00;13904884;292427;Mìsto Vyškov;X;X;X;X;X;X;X;X;X;3
600110940;Základní škola a Mateøská škola Zakøany;71005587;13289853;2;282880;Obec Zakøany;107604272;Mateøská škola;A00;13289543;282880;Obec Zakøany;;;;;;;;;;
600110940;Základní škola a Mateøská škola Zakøany;71005587;13289853;2;282880;Obec Zakøany;102179689;Základní škola;B00;13289853;282880;Obec Zakøany;X;X;X;;X;;;;;1
600110958;Základní škola a Mateøská škola abèice, okres Brno-venkov, pøíspìvková organizace;65264843;13299948;2;282936;Obec abèice;102179697;Základní škola;B00;13299948;282936;Obec abèice;X;X;X;X;X;;;;;1
600110958;Základní škola a Mateøská škola abèice, okres Brno-venkov, pøíspìvková organizace;65264843;13299948;2;282936;Obec abèice;107604175;Mateøská škola;A00;13299140;282936;Obec abèice;;;;;;;;;;
600115534;Základní škola a Mateøská škola arošice, okres Hodonín, pøíspìvková organizace;70924538;23181214;2;285528;Obec arošice;102391793;Základní škola;B00;23181214;285528;Obec arošice;X;X;X;X;X;X;X;X;X;3
600115534;Základní škola a Mateøská škola arošice, okres Hodonín, pøíspìvková organizace;70924538;23181214;2;285528;Obec arošice;107607646;Mateøská škola;A00;23181206;285528;Obec arošice;;;;;;;;;;
600106136;Základní škola a Mateøská škola ïárná, okres Blansko, pøíspìvková organizace;70996229;1927701;2;281352;Obec ïárná;107600552;Mateøská škola;A00;1927701;281352;Obec ïárná;;;;;;;;;;
600106136;Základní škola a Mateøská škola ïárná, okres Blansko, pøíspìvková organizace;70996229;1927701;2;281352;Obec ïárná;102007373;Základní škola;B00;1927701;281352;Obec ïárná;X;X;X;X;X;X;X;X;X;3
600111199;Základní škola a Mateøská škola elešice, pøíspìvková organizace;49459767;24692077;2;282952;Obec elešice;107604281;Mateøská škola;A00;24692077;282952;Obec elešice;;;;;;;;;;
600111199;Základní škola a Mateøská škola elešice, pøíspìvková organizace;49459767;24692077;2;282952;Obec elešice;102191433;Základní škola;B00;24692077;282952;Obec elešice;X;X;X;X;X;X;X;X;X;3
600127524;Základní škola a mateøská škola, Blíkovice, okr. Znojmo pøíspìvková organizace;75024101;11018780;2;292516;Obec Blíkovice;102855501;Základní škola;B00;11018780;292516;Obec Blíkovice;X;X;X;X;X;X;X;X;X;3
600127524;Základní škola a mateøská škola, Blíkovice, okr. Znojmo pøíspìvková organizace;75024101;11018780;2;292516;Obec Blíkovice;107614901;Mateøská škola;A00;11018771;292516;Obec Blíkovice;;;;;;;;;;
600127796;Základní škola a Mateøská škola, Bohutice, okres Znojmo, pøíspìvková organizace;71010670;10677861;2;637343;Obec Bohutice;107614391;Mateøská škola;A00;10677844;637343;Obec Bohutice;;;;;;;;;;
600127796;Základní škola a Mateøská škola, Bohutice, okres Znojmo, pøíspìvková organizace;71010670;10677861;2;637343;Obec Bohutice;103619771;Základní škola;B00;10677861;637343;Obec Bohutice;X;X;X;;;;;;;1
600127532;Základní škola a mateøská škola, Boice, pøíspìvková organizace;75023105;10687386;2;292567;Obec Boice;107614103;Mateøská škola;A00;10684026;292567;Obec Boice;;;;;;;;;;
600127532;Základní škola a mateøská škola, Boice, pøíspìvková organizace;75023105;10687386;2;292567;Obec Boice;102855510;Základní škola;B00;10687386;292567;Obec Boice;X;X;X;X;X;X;X;X;X;3
600108287;Základní škola a Mateøská škola, Brno, Elišky Pøemyslovny 10, pøíspìvková organizace;62156632;19563922;2;99999999;Statutární mìsto Brno, mìstská èást Brno-Starı Lískovec;62156632;Základní škola;B00;19563922;44992785;Statutární mìsto Brno;X;X;X;X;X;X;X;X;X;3
600108287;Základní škola a Mateøská škola, Brno, Elišky Pøemyslovny 10, pøíspìvková organizace;62156632;19563922;2;99999999;Statutární mìsto Brno, mìstská èást Brno-Starı Lískovec;107601206;Mateøská škola;A00;19563922;44992785;Statutární mìsto Brno;;;;;;;;;;
600107957;Základní škola a mateøská škola, Brno, Horníkova 1, pøíspìvková organizace;48512575;19433182;2;99999999;Statutární mìsto Brno, mìstská èást Brno-Líšeò;181010666;Mateøská škola;A00;19435851;44992785;Statutární mìsto Brno;;;;;;;;;;
600107957;Základní škola a mateøská škola, Brno, Horníkova 1, pøíspìvková organizace;48512575;19433182;2;99999999;Statutární mìsto Brno, mìstská èást Brno-Líšeò;48512575;Základní škola;B00;19433182;44992785;Statutární mìsto Brno;X;X;X;X;X;X;X;X;X;3
600108201;Základní škola a Mateøská škola, Brno, Jana Broskvy 3, pøíspìvková organizace;64328678;19062737;2;99999999;Statutární mìsto Brno, mìstská èást Brno-Chrlice;107601907;Mateøská škola;A00;19062737;44992785;Statutární mìsto Brno;;;;;;;;;;
600108201;Základní škola a Mateøská škola, Brno, Jana Broskvy 3, pøíspìvková organizace;64328678;19062737;2;99999999;Statutární mìsto Brno, mìstská èást Brno-Chrlice;102067449;Základní škola;B00;19062737;44992785;Statutární mìsto Brno;X;X;X;X;X;X;X;X;X;3
600108503;Základní škola a Mateøská škola, Brno, Staòkova 14, pøíspìvková organizace;62157094;19748981;2;99999999;Statutární mìsto Brno, mìstská èást Brno-Královo Pole;62157094;Základní škola;B00;19748981;44992785;Statutární mìsto Brno;X;X;X;X;X;X;X;X;X;3
600108503;Základní škola a Mateøská škola, Brno, Staòkova 14, pøíspìvková organizace;62157094;19748981;2;99999999;Statutární mìsto Brno, mìstská èást Brno-Královo Pole;107602067;Mateøská škola;A00;19748981;44992785;Statutární mìsto Brno;;;;;;;;;;
600127915;Základní škola a Mateøská škola, Bøeany, okres Znojmo, pøíspìvková organizace;75008882;10691189;2;292583;Obec Bøeany;107615100;Mateøská škola;A00;10691537;292583;Obec Bøeany;;;;;;;;;;
600127915;Základní škola a Mateøská škola, Bøeany, okres Znojmo, pøíspìvková organizace;75008882;10691189;2;292583;Obec Bøeany;102855382;Základní škola;B00;10691189;292583;Obec Bøeany;X;X;X;X;X;;;;;1
600127851;Základní škola a mateøská škola, Citonice, okres Znojmo, pøíspìvková organizace;70980837;10692649;2;292591;Obec Citonice;108037398;Základní škola;B00;10692649;292591;Obec Citonice;X;X;;;X;;;;;1
600127851;Základní škola a mateøská škola, Citonice, okres Znojmo, pøíspìvková organizace;70980837;10692649;2;292591;Obec Citonice;107614910;Mateøská škola;A00;10693149;292591;Obec Citonice;;;;;;;;;;
600111032;Základní škola a Mateøská škola, Deblín, okres Brno-venkov, pøíspìvková organizace;75003082;24937339;2;281697;Mìstys Deblín;107603187;Mateøská škola;A00;24937266;281697;Mìstys Deblín;;;;;;;;;;
600111032;Základní škola a Mateøská škola, Deblín, okres Brno-venkov, pøíspìvková organizace;75003082;24937339;2;281697;Mìstys Deblín;102179913;Základní škola;B00;24937339;281697;Mìstys Deblín;X;X;X;X;X;X;X;X;X;3
600127451;Základní škola a Mateøská škola, Dobšice, okres Znojmo, pøíspìvková organizace;71012222;10701745;2;45670773;Obec Dobšice;102855331;Základní škola;B00;10701745;45670773;Obec Dobšice;X;X;X;X;X;;;;;1
600127451;Základní škola a Mateøská škola, Dobšice, okres Znojmo, pøíspìvková organizace;71012222;10701745;2;45670773;Obec Dobšice;107614740;Mateøská škola;A00;16053630;45670773;Obec Dobšice;;;;;;;;;;
600110711;Základní škola a Mateøská škola, Domašov, okres Brno-venkov, pøíspìvková organizace;70981892;24950122;2;281719;Obec Domašov;102179760;Základní škola;B00;24950122;281719;Obec Domašov;X;X;X;X;X;;;;;1
600110711;Základní škola a Mateøská škola, Domašov, okres Brno-venkov, pøíspìvková organizace;70981892;24950122;2;281719;Obec Domašov;107603250;Mateøská škola;A00;24951366;281719;Obec Domašov;;;;;;;;;;
